Finished,ResponseId,Consent,US,Why,Continue,Reverse,Interest,Politics,Sex,Vegan
1,R_1j6RWkW8GJ0SgUP,1,1,,,New diets are coming out all the time. People like the high protein diets these days.,3,5,2,2
1,R_1pVX6FlRwws1qNE,1,1,,,People become more health,3,2,2,2
1,R_0Gr4XJ9ptxTAkFP,1,1,,"I think many people are trying to be more health conscious. Especially as high quality foods and more information about the damaging effects of common foods become more available, many begin looking for solutions and healthier substitutes.",,3,5,1,2
1,R_1LYH41XVab3sVmQ,1,1,Only 30% desire to live a cleaner life style,,,4,4,2,2
1,R_3qyXriNbLshvVOp,1,1,,It may continue in to rise and be a trend because many people are trying to lose weight and they tend to think that eating protein beside meat will help with that weight loss.,,2,3,2,2
1,R_2BbuCGyzVXVhfMo,1,1,,,Slow but not reverse ,2,7,2,2
1,R_55ZelbkOqUizjeF,1,1,"I really don't know. 30% obese?
",,,3,5,2,2
1,R_wT5uv0CnvMO1ymJ,1,1,"I think they are people who are (for the most part) more educated, or who have religious or other moral reasons for their dietary choices.",,,4,6,2,2
1,R_1JKkB0BcY3ltmU1,1,1,,Because of current social trends that will continue.,,1,6,1,2
1,R_2zOOpAIhXks6hD3,1,1,,,People will realize meat is good for them and that God put animals on the Earth for us to eat.,1,6,2,2
1,R_3KZvJe3BtHroZF1,1,1,,,Because societal trends are often cyclical.,2,6,1,2
1,R_ex1n6nCiMfxJXvH,1,1,,Because more people are believing the different studies that say heavy meat consumption is bad for you.,,1,7,1,2
1,R_3Mrghott4DYGJaA,1,1,"I think it's 30% because those are the people who are either vegetarian, vegan or think limiting meat is a healthier lifestyle. With the keto and low carb diet trends my guess is that this % is lower than in years past.",,,1,6,2,2
1,R_2B533H5dVN3LxqQ,1,1,,Cost of meat,,4,6,2,2
1,R_1loBTnaF0MJVmrQ,1,1,Greater awareness of vegetarian and vegan lifestyles,,,1,6,1,2
1,R_schYQG1qViLAXaV,1,1,,,I feel like the trend will slow because of how people are just not cosistant. We fall out of habit all the time. ,4,6,1,2
1,R_1IzMKSf13hiOIhE,1,1,,,There are more studies showing how important meat consumption is for any diet. I think more people will be eating meat in the future because they will realize how essential it is.,1,3,2,2
1,R_3FX1o86oElG65Qq,1,1,It is very socially promoted to be vegan.,,,1,6,2,2
1,R_By3QCaf1q4sGLE5,1,1,,Because the chemicals that are put into the meat that is available to purchase is very harmful to the body and the public is becoming more and more aware of this issue. ,,1,7,2,2
1,R_yXaX3aFv4FoWqkh,1,1,,,"I think companies that process/distribute meat and meat sellers will see a decrease in sales. Therefore, those companies will wish to boost sales by means of advertising and other sales techniques, causing the population to go out an buy more, and consume more meat.",2,6,1,2
1,R_1qXlbqkt0rZlf2q,1,1,Because meat is delicious and it's hard not to eat meat,,,3,5,1,2
1,R_1OH1VOYo8IZMxn2,1,1,Because Americans typically eat more meat than anyone else. ,,,7,4,2,2
1,R_1LeAyhbiRHjrQkx,1,1,,"I think if who limits meat eating has been increasing as shown on the graph it seems that there is a reason. I don't know why though. My guess would be that there are new diets where people consume less meats, or people are realizing that meat is expensive so they don't buy as much. ",,2,5,1,2
1,R_3HUKmjxduspr15I,1,1,,,"I think, just like any other trends, they come and go. They get a lot of attention in the beginning, making people think it's what is ""in"" and in this case will change your life and make you better overall. However, I believe overtime it will slow just due to natural behaviors of trends.",2,3,2,2
1,R_1jjoQaHceHpNewH,1,1,PETA,,,3,6,2,2
1,R_Odu9pXLpZeY3BO9,1,1,,People are becoming more health conscious. ,,4,6,2,2
1,R_1Kj7KxC8yslEkA2,1,1,,,"Because people will forget or not know that meat causes many health conditions, namely cardiovascular disease that kills many americans",7,6,2,2
1,R_RWtvfs0A7z05i7L,2,,,,,,,,
1,R_2tEF73V4rHhpS9O,1,1,To lose weight.,,,4,6,2,2
1,R_3PtrpUjeBEp8KGG,1,1,,"unless there are movements ""for meat consumption"" that gain popularity i think that the trends that come from vegetarianism and other similar dietary choices that exclude meat will remain more prominant
",,2,6,1,2
1,R_3rV7lQwqwoEiNoi,1,1,,,"I think this trend may slow or reverse in the future for one of two reasons, limiting meat consumption seems to be a fad, but also it has gotten so much hype which has caused many meat manufacturers
to change their processes of how they raise, feed, butcher, and process their meats.",1,6,2,2
1,R_2EhDMRTJNBUVl2U,1,1,,"There are more vegetarians out there, and a lot of people are trying to eat less processed things and they're worried about meat and where it comes from and what its being fed and other things like that. ",,1,5,2,2
1,R_XZbrbrsPOCcyDbH,1,1,,,"The meat industry contributes to 15% if greenhouse gas emissions, which is more than all the cars, planes, and trains do combined, and with the incline of heart disease, those things greatly contribute to meat consumption in my opinion. ",5,5,2,2
1,R_3qezV7TSoKbRJss,1,1,,,I think it will slow.  ,4,4,2,2
1,R_2Y3ZmSwo0ucPEPQ,1,1,Diets or they are lazy to make food,,,4,4,1,2
1,R_3hhfqBfpKFMK9tk,1,1,,I think it will eventually level off or even decline. I feel like it is a fad in recent years,,2,3,2,2
1,R_25SF7YyXP5hai3r,1,1,I think more people are gravitating to more of a vegetarian type diet. I think 30% is a pretty good estimate,,,1,6,2,2
1,R_3iI4XCWEoRIB9Wr,2,,,,,,,,
1,R_2TorWHLNhaP68fG,1,1,,,"Because just like every Fad diet, its a popular thing and it will dispense. There will be studies that prove against it that people will be interested in.",2,6,2,2
1,R_PzJ0pbjNUvFKQfL,1,1,,yes,,7,2,2,2
1,R_3eyNplJo3blk7Ad,1,1,"A general idea that an excess of meat products limits your variety of food intake, therefore limiting the variety of vitamins and minerals you can get from other (whole) foods. ",,,4,4,2,2
1,R_9yuo3WXOCIsEhQ5,1,1,,Because of all the preservatives that are being put into the meat we eat. Another reason can be the discovery and continued research going into the consumption of meat correlating with heart disease  and even cancer.,,4,4,1,2
1,R_3HYtNVTADagLTnM,1,1,,,because people will realize that the nutrients they are missing from their diet by not eating meat is something that need more. Its a lot easier to eat meat and you can have easier access to it than trying to find other ways to make up for the loss of meat in your diet. ,1,4,2,2
1,R_1i4KcP4X5w9eRPZ,1,1,,,Health issues will cause it to reverse,4,4,1,2
1,R_cGDMDqOutfIs3cJ,2,,,,,,,,
1,R_2XaLlKYGsoSWQMy,1,1,"To lessen the health risk. as meat has in cholesterol bad fat, and Gmo",,,7,4,2,2
1,R_3Dc28hx2EEId4V5,1,1,,"As those who have already limited meat in their diet continue to do so, they will notice specific physical and mental changes that they receive as a result. It is natural to discuss with friends and family about changes, both good and bad, that we experience, so it is natural to think that these 30% of Americans will talk about this change with their friends and family. The friends and family may then be inclined to change their diet, and then when they start seeing changes as a result, will tell their friends and family, and the cycle repeats itself.",,3,5,2,2
1,R_cSxGMzW6f3CEp69,1,1,,"Perhaps because there is not enough meat for everyone with increasing population, or its because meat prices will continue to grow.
",,1,6,1,2
1,R_3fJHcPdFeAiEtkI,1,1,,,"There always seems to be a new study, with new data.",1,6,2,2
1,R_2abrCCxD82XBZPt,1,1,"I think meat consumption can be good in small portions, like it says in the scriptures. I think more people need to be cautious of their meat consumption. ",,,5,6,2,2
1,R_sdOohkIQkWQu5tT,1,1,,People have become more health conscious and also the cost of meat is increasing which discourages people from purchasing a lot of meat.,,5,3,2,2
1,R_3EKA5pUpxZpQbyK,1,1,,,Because meat is good for you with the right quantities and the right quality. It is also yummy and many people love eating it. Diets (or eating less of something you enjoy) typically doesn't last long.,3,6,2,2
1,R_3im8gzd18LdhBQ6,1,1,The media influence or scare tactics on animal cruelty might sway others to reduce the meat they eat. My other thought on this is  that people might be on their way to becoming vegan or practicing a religion which requires a reduction of meat.,,,1,4,2,2
1,R_1P5e6x2QGZTJgCF,1,2,,,,,,,
1,R_3fUh8iwpFeMiLKB,1,1,People are looking for alternatives to protein for what ever personal reason they chose,,,4,7,1,2
1,R_3kaN57PjPOuuFk9,1,1,,,"I imagine a lot of our meat consumption comes from hamburgers, as delicious as they are there is always growing awareness over obesity and fast food restaurants. I imagine it will decrease more as the awareness also increases",4,3,1,2
1,R_2PinGCfHk9bxEo5,1,1,Because not everyone can have the luxury of buying high quality foods for high prices. And most meat are pretty cheap or precooked ,,,5,3,2,2
1,R_2aKbwhjORKUsR0C,1,1,,Because of the knowledge that we now know that Humans don’t actually need as much protein as we previously thought. Also awareness of how animals are treated in the meat and dairy industry.,,7,4,2,1
1,R_QgEhSvGuqFDpjW1,1,1,,,Because it’s just a fad ,1,6,2,2
1,R_2dXZpkM56Tb61cy,1,1,,,"Meat is amazing. The idea now though, is that meat it somewhat of a bad food item, and that you should stay away from it. I think it will stay about the same but the decrease will slow. It will be known that it isn't as bad as people think right now, but that we will just be in a habit.",1,4,1,2
1,R_3fTOVMHs1dxkVyA,1,1,,A lot of people see videos on how animals are treated in order to get the meat products that are being eaten so they stop eating meat.,,4,4,2,2
1,R_3HOI0s21Le5r9g5,1,1,,"Scarcity of meat, prices of meat and health trends towards vegetarianism.",,4,5,2,2
1,R_1eQzJjdFbaYmFnm,1,1,,,,4,4,2,2
1,R_3ek4va3cUhCeTuG,1,2,,,,,,,
1,R_vc885uiVNCMh6o1,1,1,"I think it is 30% because a lot of people tend to eat out and do not consume the proper portions of meat. Instead, they probably have more carbs and fats. ",,,3,6,2,2
1,R_1IXITcE1d3qacdc,1,1,,"I guess to define it vaguely, an ""awareness of labels"" has grown very large over the past decade or so. Many people look for ways to separate themselves from the crowd. Also, misinformation and FUD are spread more easily and quickly as people put more trust in strangers on the internet.",,2,3,1,2
1,R_1q40C5G5usZ4rPI,1,1,,,This could be due to popular trends in high-protein diets which do not discourage eating meat. ,1,6,2,2
1,R_1gduyO15Eyd6vwe,1,1,"Because I think that most people, myself included, base most meals around some kind of meat. Almost every dinner people make has meat as a main component. I think that people are used to having meat as part of meals so limiting meat consumption takes more effort and sounds less appealing. ",,,4,6,2,2
1,R_2CCaLH1733njs2r,1,1,,Greenhouse gas. ,,2,5,2,2
1,R_cBKE1fJAMERvhfz,1,1,,Ideas are becoming easier to share.  A strengthening belief in animal rights.,,5,4,2,2
1,R_BFgrdQkW5I13gGZ,1,1,,,I think it is because of all the horrible videos of how meat is made and sold--the abuse of animals. ,2,6,2,2
1,R_1QGkH9XA5wtHq62,1,1,"I believe  the 30% are the old generation and becouse of their age they tend to reduce the amount of meat they cpnsume
",,,1,3,1,2
1,R_2Pb3uI7c124o0qR,1,1,,I think that people eat less meat because they feel like animals have rights too and killing them is wrong. Also more information is coming out on dieting and meat isn’t particularly good for weight loss.,,3,5,2,2
1,R_30oep9htQo0m293,1,1,This is due to dieting.,,,5,6,1,2
1,R_2SCbNitMEFJGKZz,2,,,,,,,,
1,R_2dlJ3TXsTe8gyHn,1,1,,,More people are finding ways to bring back a strong need for meat in daily meals. ,4,2,2,2
1,R_1LvxyheOZfwSmoF,1,1,,,"Meat has been such a viral signature of each plate that it might seem impossible to leave it behind. It might be like alcohol when it was ruled to make it illegal to consume it, and what was the consumption of alcohol increased, almost rebelliously.   ",4,2,1,2
1,R_XivcUSIdPxMzHMd,1,1,Probably because they are vegetarian or for health reasons. ,,,2,4,2,2
1,R_2OMvonfxVeAwndu,1,1,, There are many people now on a healthy diet and we should only be limited to so much meat and not eat so much of it. I also believe that a lot of people are questioning how animals are treated. ,,2,5,1,2
1,R_11baMCz6mukt3ZE,1,1,,,Reverse due to trends like the Keto and Paleo diets as well as more marketing by the meat industry. ,6,4,1,2
1,R_2S7x6knrmj7SKHZ,1,1,Not sure why it is that number but it wouldn’t surprise me if it has gone up from past years just because people tend to believe anything they read these days instead of researching it before making a decision. I am actually kind of surprised that the number isn’t higher though. I have heard a lot more about vegetarians than my grandparents ever did. ,,,3,4,2,2
1,R_2VayMFNWZTbIfqs,1,1,Many people get on the trends of food and slowly get into that mind set,,,3,5,2,2
1,R_3G0rWsLXO8NHcFz,1,1,,because there is a trend of people who are trying to lose weight through diet changes such as veganism and vegetarianism ,,4,4,2,2
1,R_3oXaDwa9GR9Ew96,1,1,,,Research will show the need for greater consumption of meat products. (protien),3,6,1,2
1,R_1eqoDsTqBg98R0O,1,1,,,Because the world has trends and younger people want to follow what is popular. ,5,4,2,2
1,R_3g25NIY5E2tFFEe,1,1,,No I think that the consumption of meat fluctuates from time to time.  This research actually surprises me with the increase of low carb/high protein diets that are popular at this time.,,1,6,2,2
1,R_2WxmP95nyDDXpFN,1,1,There are a lot of people that love meat. Meat is a constant food in most of the world's diet,,,1,3,1,2
1,R_0MQM3qF5knJ424h,1,1,,,Slow,5,4,1,2
1,R_2VIa00Q3SsgHIqD,1,1,,"they will establish habits in their families and teach their children to do the same, thus perpetuating the decrease ",,1,6,2,2
1,R_3nJLpiggMNSQIfn,1,1,"Meat has been commonly thought of as a luxury item. However, due to this fact many have lost sight that in the Bible ""meat"" is only to be used in times of famine. I feel that it is at 30% for those individuals who don't eat meat for health reasons, religious reasons, and cultural reasons.",,,7,7,2,2
1,R_a49XiVwy5huIQ3T,1,1,,,I believe this trend may continue as we discover other ways to provide energy to our body by replacing “some” meats with beans and other sources of protein. ,4,4,2,2
1,R_3PL8d9Ig2DqS161,1,1,Because meat tastes good and is an easy way to get protein. It is a part of our everyday meals and changing is hard.,,,4,4,2,2
1,R_3KJTFtYp6xa4Eig,1,1,,,"A lot of ""diets"" (including eating meat) is just a fad to most people and isn't a lifestyle change. New studies will come out, old fads will die as new fads will rise, convincing people of health benefits of eating meat. ",4,4,2,2
1,R_1Nh4QtJQohg3ers,1,1,Because some people think that meats are full of bad fats and eating too much of them it in turn makes them more fat.,,,1,6,1,2
1,R_2ttGv9LGbR9UPxm,1,1,Vegetarians ,,,1,6,2,2
1,R_3dCyOvYYmSQw5q1,1,1,,Knowledge of growth hormones and environmental effects meat has. ,,4,5,1,2
1,R_2ydNyg0xY7EejF7,1,1,,,Because protein is needed in your body. And meat is a great source of protein.,4,4,2,2
1,R_2PtEZqE7xT6VvVu,1,1,,"Due to the high incidence of heart deceases, Diabetic, High Blood Pressure, and overweight problems, people are more conscious toward the consumption of red meat.",,7,3,2,1
1,R_3fuuFj3q0vZHNKu,1,1,Because the other people do not care. ,,,5,6,1,2
1,R_25uBuUvp3Pvr6SU,1,1,,,"I think it won't change or reverse. Americans are all about healthy life now in big cities, so they naturally assume mean=fat. ",6,1,2,2
1,R_20Sz9v2FD5Mg8re,1,1,,,People will realize eating meat is healthy. ,1,6,1,2
1,R_3gMibU1jvAVwLb1,1,1,,I don't really feel like this trend will continue. I think that it's kind of fad that people are going through. I think that it'll start to skew back down. ,,1,6,1,2
1,R_1JITef5KTRfz11G,1,1,"I think the number is thirty percent because a small number of people are trying to reap the benefits of vegetarianism without developing common problems associated with being vegetarian. I also think they are trying to avoid problems that come with consuming large amounts of meat. The other seventy percent probably includes vegans, vegetarians and people who do not attempt regulate their meat intake. ",,,6,5,2,2
1,R_C9LMVi8Z1gaLwVH,1,1,,,Because people aren't great at being persistent in good habits or goals. ,2,7,1,2
1,R_z69ZtiQTeFMBgXv,1,1,"In my experiance I have seen how many people enjoy the flavor of meat and are willing to disregard health risks. But there are also those you eat meat because they need the protein or the Iron from the meat. Overall, I would say that it is because of personal choice, some are willing to limit the amount of meat they eat for health reasons, while others make little effort to decrease their meat consumption. ",,,6,4,2,2
1,R_2aJ3JLEjtiNHt6Q,1,1,,"They may not think that it is as fresh as it used to be, or they don't like all the animals being killed. ",,2,7,2,2
1,R_29tPpX1gewlIaUj,1,1,I think it is only a few people that care about their diet and that is why it is 30%. I believe that the other 70% don't care about what they eat.,,,4,4,1,2
1,R_DpCS2EdVNJxT9It,1,1,,"I believe that, as with all other trends, this one will continue to increase. ",,2,4,2,2
1,R_1Lu6doMp7ZDnMtc,1,1,,,I think that the concern over the things that are being fed to the animals plays a big part in the reduction of meat consumption.  People do not want to consumer all of the by products that are in the meat now.,5,6,2,2
1,R_21vbrJVSkG45Csj,1,1,,"Current and future research on the effects of animal meat consumption, research on similar protein availability from alternative sources, and current and future diet trends and fads.",,4,5,2,2
1,R_1loQlRYSjS0OTcE,1,1,"Religious factors may play a roll in this 30%. I also think that some of this may be to medical orders from a doctor, cholesterol is something that appears to be in meats and cholesterol seems to be a problem with many folks in the US.",,,1,4,1,2
1,R_1EZ2eXZ72izX5xh,1,1,,,"Global Market may affect Price.  Middle class growth.  Diet Trends- Vegan is a trend that may have caused the drop, but will fade out just like other diets.  ",3,5,2,2
1,R_1pVy8BIAILrZO8M,1,1,Because the media is constantly advertising the consumption of meat which makes harder for people to limit their consumption. ,,,4,5,2,2
1,R_1kYO0QYTtnbZ9zT,1,1,,Vegan diet trends,,5,5,1,2
1,R_VUaUP0rI44oQjvP,1,1,,,I feel that diets and eating habits are greatly influenced by FAD dieting. If it is trendy people try it. It is very likely that there will be a shift toward eating meat in the future. ,3,5,2,2
1,R_1FHwGJSxFRtIU81,1,1,,"I think people are becoming more health conscious.  I also think they are becoming more image conscious.  I think people are eating less meat but probably eating less of everything else, too.",,2,7,1,2
1,R_1GQgQEyu30f19LK,1,1,"I think it is 30% because it isn’t quite a big enough habit to have a bigger majority than that, and also most people love meat deep down, not all but most. I think it is on the rise though of eating less meat, because people are doing it and others are following.",,,1,7,1,2
1,R_3nw2ILvW7sb3Dg0,1,1,,I think there is an overall better awareness of where our meat is coming from and how it is packaged etc.,,2,4,2,2
1,R_1jPPeQPKQa2VVEQ,1,1,To make a more healthy balanced diet that helps one feel more energized due to proper fruit and vegetable intake,,,4,6,1,2
1,R_24qIdh7eUlY5Ri2,1,1,,,Because people will start to realize the unnecessary risks they put upon their bodies for not eating meant,1,6,1,2
1,R_2Bb60Z4YPDmA1uS,1,1,,,People will start to realize that not consuming meat isn't the most healthy choice. Protein is needed in people's diets. There could also be a decrease in available options of other proteins.,5,6,2,2
1,R_1Kvt5QBmjELqW2N,1,1,Dietitians ,,,2,6,2,2
0,R_XXvTIxg2SYuYQr7,,,,,,,,,
0,R_3EnciN0aE19GoZu,,,,,,,,,
0,R_2bNlWFclWeAjfGc,1,1,,,,,,,
0,R_2EivMeXswLAuUaZ,1,1,,,,,,,
0,R_10qMpb4v0c03iLk,,,,,,,,,
0,R_2AFtKPbrSTBhVwP,,,,,,,,,
0,R_2v8pknZz4F9zfFg,1,1,,,,,,,
0,R_2xXCiUEZunr6ruc,1,1,,,,,,,
0,R_1rIXSvphV3hlOpO,1,1,,,,7,4,2,1
0,R_2R9QBzSSdVMTajO,,,,,,,,,
0,R_dbevXo1EmEVVB29,,,,,,,,,
0,R_2AGAC7aybcjBsWR,,,,,,,,,
0,R_3R2SoX67roZvfGC,,,,,,,,,
