Finished,ResponseId,Consent,US,Condition,Why,Continue,Reverse,Interest,Politics,Sex,Vegan
1,R_ZmerkCpr44nVp1n,1,1,1,"Possibly for religious reasons, or the more recent “fad diets” limiting meat consumption. ",,,1,6,2,2
1,R_xzKpUb5lsJT5zzP,1,1,2,,to much beef is not good health wise ,,6,3,2,2
1,R_3OeTo45x50GGB0I,1,1,2,,It’s a change driven by younger generations who will increasingly make up the lion’s share of the buying market,,6,2,1,2
1,R_1g60FbAOJpVy3Uf,1,1,3,,,I don’t think it will.,6,6,2,2
1,R_r0CvcIlgQQH6JYB,1,1,1,Tv,,,2,4,2,2
1,R_12A47ONVctJi9Sk,1,1,1,Concern about animal welfare,,,4,4,2,2
1,R_2YqUBQHpiksoBYH,1,1,2,,"More people are trying veganism, and non-meat alternatives are more widely available",,2,4,2,2
1,R_30k34PRN404HRBW,1,1,2,,People want to lower their risk of chronic health issues. ,,4,5,2,2
1,R_3MtK97HGqatcHBz,1,1,1,concern about cholesterol,,,4,5,1,2
1,R_10Ai52IK1UZjQXB,1,1,FALSE,,,,1,4,2,2
1,R_RDF67cVb0Vj6AqB,1,1,3,,,Because people need meat to feel good.,2,4,2,2
1,R_2VfQru421mlgMM7,1,1,2,,I think modern media is showing how harmful the meat industry is. I also think people are learning more about the negative impact meat production has on our planet and with the growing desire to be environmentally friendly people are choosing to limit the amount of meat they eat.,,7,1,2,1
1,R_1OTY8z6rrG4nK0A,1,1,1,Health concerns ,,,7,2,2,1
1,R_3OjkdTalKxuRrgO,1,1,3,,,Not sure,3,4,2,2
1,R_3qQJnv5apYNL2fN,1,1,2,,"because animal compassion has risen and we have other sources of protien
",,2,5,2,2
1,R_Ya8U6el5Ve4tyHn,1,1,2,,"Meat can be expensive. Some people also limit meat intake for religious, moral, or health reasons. ",,4,1,2,2
1,R_RF6EBRuhPlsGNr3,1,1,1,70% love to eat meat.,,,1,2,2,2
1,R_3sB9xG44lPKkVAI,1,1,2,,"Yes, I think that people are are becoming more aware of their health and the impact that eating lots of meat with all of the other junk that is available to us and I don't think the trend will change any time soon.",,3,6,2,2
1,R_1Qh0wysfSjzXlZg,1,1,1,Some people might be trying to reduce the amount of fat they eat by eating less meat.,,,1,5,1,2
1,R_2f38cHWKNGTC8OO,1,1,2,,"I think that trendy dietary habits are leaning toward green, hardy, and peculiar foods. ",,5,4,2,2
1,R_1d5Y7zpsLW7HXuo,1,1,1,No idea,,,7,2,2,2
1,R_6Wo5KrzvUIQL5ap,1,1,2,,More research is coming out saying that meat is bad for you.,,5,2,2,2
1,R_1LGulGGtnmkSO4V,1,1,3,,,meat costs may go down allowing for cheaper meet.,6,5,1,2
1,R_3pg7h6o6p5946jm,1,1,2,,"Alternatives to meat are being found, animals are declining therefore it makes sense that more people are clinging less to a meaty lifestyle and more of a vegetarian one. It could also continue due to health issues and the constant obeisity in america. People want to be more healthy and fit",,6,2,2,2
1,R_2c8vy6blpwDB3AB,1,1,2,,"Awareness of cruelty in the raising of animals for consumption,awareness of the effect our consumption of animals has on the envirinment, awareness of more economical choices to get protein.",,6,1,2,2
1,R_2zj6DMVqTSSiZ97,1,1,1,That's about the percentage of people who are concerned about the health & other issues of eating meat AND are affluent enough to be picky about their food,,,5,2,2,2
1,R_es18iNwAuvHSxhv,1,1,3,,,Depend on price,5,4,1,2
1,R_bq47HXxjiQjijcd,1,1,3,,,"No, it will continue going downward due to cost of meat",5,3,1,2
1,R_2VEbFxC1UyrO3Sm,1,1,2,,"I think that we have all the information that we need at our finger tips and we've uncovered that the beef that we're consuming is full of hormones and and stuff  deremental to our health and people are choosing to go vegan, vegetarian of just eating less meat like my self,",,4,4,2,2
1,R_30uEjp2Jw8wVtl9,1,1,1,Research says it is 30%,,,5,4,2,2
1,R_1db4YkhRdScLp3v,1,1,1,Because meat is delicious!,,,1,5,1,2
1,R_2q3LVtpZxf6aoPK,1,1,2,,People are becoming more aware about the problems within the meat industry.,,3,1,3,2
1,R_1QMY1V4EbuEzkEK,1,1,3,,,Marketing plays a major role in people's dietary choices and we are bombarded with messages about consuming meat.,7,5,2,1
1,R_31Mm7uDRT9UPEPN,1,1,1,Heart concerns,,,3,3,2,2
1,R_9WVsWru4bvTvBqF,1,1,3,,,the meat is cheaper on the market. People don't want to spend more money buy veggies.,4,2,1,2
1,R_322B7cuewV4Zz3E,1,1,1,No,,,5,1,2,2
1,R_86Z2acG7varcXFT,1,1,2,,"Sometimes people cannot eat meat in balanced portions, so they choose to not eat meat at all.  Others recognize that too much protein is unhealthy and are trying to eat more healthily.  Another factor may be that there is more advertising and knowledge about what goes into our food, and Americans' protein diets can be affected by that. ",,2,4,2,2
1,R_308msHPJK273qc4,1,1,2,,"Yes, because people are trying to eat more healthy and more veggies and less meat",,4,6,2,2
1,R_1FILKhE0Vl8PMVk,1,1,1,"Those people limit their meat consumption generally can tell me good amount of benefits of eating less meat, such as healthier diet, better self control. Some others including me, considered as resonsibility because of environmental issue. Meat production generally use a lot more resources than water, such as land, water. Cattle ranching industry is also one of the main cause of worldwide deforestation, pollution, and zoonoses disease.

Genreal American diet culture involves lots of meat and dairy products. Limit meat consumption may require behavior change. Behavior change is not easy in general. I think 30% of American make efforts because they have family tradition or personal preference, they receive more information about benefit comes from it, or they feel it's a responsibility. That's why about 30% of Americans, which is minority, are willing to make effort to limit their meat production.",,,6,5,1,2
1,R_PCINPVq16ny9Vv3,1,1,3,,,Most of those wanting to make the change have done so. ,6,2,2,2
1,R_3MyeFEswQkR9djT,1,1,2,,Excessive meat consumption has been attributed to weight gain and increased risk of certain cancers. ,,4,3,2,2
1,R_3R2FNuwX7SFX4cb,1,1,2,,Economy,,4,2,2,2
1,R_31szvwRhF0JOF56,1,1,3,,,Reverse,4,4,2,2
1,R_1FCH2kadCXpO2FN,1,1,FALSE,,,,1,3,2,2
1,R_3EJPO9AIDYaQCEL,1,1,1,People are more likely to restrict food to lose weight.,,,4,2,2,2
1,R_XuIsjjmAyyGAIF3,1,1,3,,,People may no longer care or slowly stop limiting their consumption on accident and not make an effort to go back. ,5,2,1,2
1,R_vNOqlJKUGauAo01,1,1,2,,Research on how meat effects our health and the price of quality meats going higher.,,6,1,2,2
1,R_3oHEhcAURsjUYQ7,1,1,3,,,Concerns about health and the environment ,6,2,2,2
1,R_1C8g3PBJLLjOjpH,1,1,1,There are more and more choices of foods that provide adequate nutrition.,,,4,6,2,2
1,R_cU6bKxE1Nfafp85,1,1,2,,"Because the effects of meat consumption on the environment will continue to cause harm. Also, younger generations may be more likely to adopt practices like vegetarianism/veganism",,5,1,2,2
1,R_3JypH4Tq8aG9sOa,1,1,FALSE,,,,1,4,2,2
1,R_2tJz5R6reacInZ9,1,1,FALSE,,,,4,3,2,2
1,R_er4Xm7QItfT2DoR,1,1,2,,Because they say red meat consumption is not good for you.,,4,4,2,2
1,R_3D6Xj3oNxVsbiwi,1,1,1,"I would imagine it is 30% because it includes people who are vegetarian, religious persons, and people with special dietary needs in addition to those who are trying to simply limit the amount of meat they eat for other reasons. ",,,4,4,2,2
1,R_tF0ZP6X74nHUG4N,1,1,3,,,I believe it May slow but not reverse. ,5,4,2,1
1,R_3qCdUPDnjDsA37P,1,1,2,,Following the trend of friends/ celebrities ,,2,6,2,2
1,R_87FjWWTHVDI2deV,1,1,3,,,More awareness of cruelty in meat processing; more non-meat protein choices available ,7,1,2,2
1,R_1cZmG6tVzlUuJ6R,1,1,2,,Yes,,7,6,2,2
1,R_W6QLEwhXS7NcUrD,1,1,1,because the meat industry is cruel to animals and their product is unhealthy,,,7,2,2,1
1,R_5mOYorJk1hTGMGR,1,1,2,,"As more information points to heart related disease and meat consumption, as well as animal rights considerations, the trend should continue.",,2,4,2,2
1,R_BR4a3nU2zOSM9EJ,1,1,3,,,Based on my experience the people I know that have tried to cut out meat from their diet usually don't continue this practice much past one year.  It almost seems more like a fad than something that is truly helping their health.  What I mean is that some people seem to want to be vegetarian or vegan for attention rather than for their health.,1,6,1,2
1,R_1DGZK2o38O85gq6,1,1,2,,The word is getting out how a lot of meat is processed and what they’re feeding the animals which is not healthy to them or us.,,5,7,2,2
1,R_OdvAjwuq9l1wQVj,1,1,3,,,Because people will realize the benefit of eating meat outweighs the risks of not. ,4,6,2,2
1,R_1HhLDzyrEDfmQan,1,1,1,Larger amount of vegans ,,,1,4,1,2
1,R_3CHOhHjIdH4ZviX,1,1,2,,More studies on meat consumption since it is of growing interest,,2,6,2,2
1,R_QmpwNGIG7JBF3G1,1,1,3,,,Meat could become more affordable,4,6,2,2
1,R_2ZDhq2KFlwZpW9r,1,1,2,,"People are being given the misinformation that meat causes cancer and that humans don't need it to survive, when most people who limit their meat intake are anemic and deal with malnutrition.",,1,4,2,2
1,R_3QFcExgAqiSk2ME,1,1,3,,,Current diet trends are mostly about illuminating carbohydrates which generally means adding more protein which means adding more meat,1,6,2,2
1,R_3DhW8Iys7uydCRS,1,1,1,Most people aren’t conscious about what or how much they eat,,,4,6,2,2
1,R_3neeYvQSWGacjE9,1,1,1,Because of a combination of those who do it for health and those who choose it for their religion,,,5,4,2,2
1,R_1reruX7uKdEGmbo,1,1,3,,,We love meat,4,3,2,2
1,R_2TKP7kVfANa69Qi,1,1,2,,"popular diets that encourage eating less meats, maybe not wanting to spend money on meats when there’s cheaper option ",,1,6,2,2
1,R_1dgDAf8guJp9Rkt,1,1,3,,,Vegans ,1,6,1,2
1,R_33rmw040DUZsnLM,1,1,1,True they cost of meat is expensive and my budget wont allow it,,,5,4,2,2
1,R_1OVTnX9QjUramqs,1,1,2,,"Because people are trying to eat “healthier,” which many believe involves cutting out animal products ",,3,4,2,2
1,R_3lzEc4srE5adHNc,1,1,1,"They are a thousand different diets, fads, and tends to follow. I guess 1/3 decided to limit meat.",,,4,4,1,2
1,R_1MWIu0j3z4SmCkp,1,1,3,,,People do not get enough of their nutritional needs met with plants. ,1,2,2,2
1,R_6JduHvTUc3NqPjr,1,1,3,,,Because meat makes people feel less hungry. ,4,4,2,2
1,R_1yHxIttxFfw5GNz,1,1,2,,More knowledge of the potential health risks that come from eating meat and the rise in popularity of vegetarian/vegan diets.,,5,1,3,2
1,R_a3LyicxHeUhjBT3,1,1,2,,"By extrapolating the data, one can get an idea of what to expect in the future. ",,4,2,1,2
1,R_PYyCH89rKAop1BL,1,1,3,,,"I think it depends on where social norms are in few years. 
I would like to think it will reverse",7,4,2,2
1,R_sySATKKo8C8HwHf,1,1,1,Health and ethics reasons,,,4,3,2,2
1,R_2CfgAMeClJ5KtjV,1,1,3,,,People cook less. Fast food usually contains meat.,4,6,2,2
1,R_6nwq88V9dGMvyGB,1,1,2,,Health reasons,,7,2,2,1
1,R_1q1D06agF6SidIf,1,1,1, The majority people do not care ,,,1,5,1,2
1,R_25vIlPQDtPsfAw1,1,1,2,,Because people think it's bad for them,,1,6,2,2
1,R_vMRW81RWjCpGk7v,1,1,1,Most people like meat,,,4,1,2,2
1,R_1MSZXH8I8UWuMX5,1,1,3,,,I don't think it will,7,4,2,2
1,R_1itBoXyrURRTKTb,1,1,1,Because most people love meat ,,,7,4,2,2
1,R_3JxhmTdjJvIF1gf,1,1,3,,,"Interesting, I honestly have no idea. Perhaps people are going away from the healthy/green/natural lifestyle? I don't know.",1,7,1,2
1,R_3VooUhj2kZglx8R,1,1,2,,"While it is probably true that Americans eat too much meat, the vegetarian diet is becoming trendy.",,1,5,2,2
1,R_9StBiyT9OljDlUB,1,1,1,Diet preference and cost,,,1,1,2,2
1,R_Xjm7whv0VdXQKgp,1,1,3,,,Because meat is delicious and animal protein is still the best source of complete protein. ,1,6,1,2
1,R_797je72OQGFBZKx,1,1,2,,"Perception of certain types of meat as unhealthy or ""fattening,"" idealization of a vegetarian or vegan diet as morally or nutritionally superior, rising meat prices. ",,2,2,2,2
1,R_2aPLpds5LLnlV3P,1,1,1,Misinformed about the importance of quality meat products,,,1,5,2,2
1,R_5ySk1Yml0mAnLnf,1,1,1,Too expensive and too time consuming to prepare ,,,2,4,2,2
1,R_wOcWkeBPZKFXW37,1,1,3,,,"Upcoming medical ""revelations"" will once again create new bandwagons upon which many will jump.  Also, our current political climate and trade issues will affect availability of hoofed species while climate change will affect fish numbers.",3,3,2,2
1,R_2RVT4KqkdUdWTAR,1,1,2,,hopefully not,,1,3,2,2
1,R_wS0e7pzaJ7eDAbv,1,1,1,Many people do not think eating meat is an issue. ,,,4,4,2,2
1,R_24vgJl7GArQbnKP,1,1,3,,,Meats will be produced more efficiently and will be made more affordable and ethical ,4,2,2,2
1,R_3mavIKMTMtEJpaV,1,1,1,"Bc most of your diet should be carbs, then protein, then only 15% or so fats ",,,4,6,2,2
1,R_2YaANyuc3rXCPJJ,1,1,2,,"Because the internet is something that almost everyone has now, and studies show that people should limit their meat consumption to be healthier",,3,5,2,2
1,R_3nDIHmDdWitRE0C,1,1,1,"the remaining 70 focus either don't care and just eat what they want to eat, or try to put more focus on what type of meat they eat rather than how much of it they eat (ie. focusing on eating chicken rather than bacon)",,,2,5,1,2
1,R_9TVyzuzL6uURZOV,1,1,3,,,"There is an online trend about ""Meatless Monday"", and saving money on groceries by eating more vegan/vegetarian meals.  Also, there is the ""paleo"" trend, which may explain the spike in meat consumption in the future.",7,3,2,1
1,R_30uHsZzkvIy3ONj,1,1,2,,People are switching their diets to become vegetarians or vegans. People are more cautious of processed or unsanitary meat.,,1,3,2,2
1,R_3EXdItanJ8ONecl,1,1,1,I think most people consume more meat than they actually need for a balanced diet. It seems to me that the percentage will fluctuate as more people find their personal balance of the four food groups.,,,4,3,1,2
1,R_1nOs1Gv5lsrnDre,1,1,2,,More education is being available to the public about the impacts of big animal farms and the environment ,,5,2,2,2
1,R_dgLAjngAokcM3rb,1,1,1,Most people probably don't think about it or don't think that eating meat is detrimental.,,,5,2,2,2
1,R_3G3bvQVIZnpBtxy,1,1,1,Many of them have ethical issues with meat or they are concerned about the link between meat consumption and carcinogens. It is also pretty expensive for many people.,,,4,2,2,2
1,R_a5k3qInWVuHJSbn,1,1,3,,,Lab grown meat could become commercially available. ,3,3,2,2
1,R_1jxCxcpKNIrLzbK,1,1,3,,,"People are finding that meat, eaten in moderation, has some benefits to the body. ",1,4,2,2
1,R_12bUJCMy76Ke1Ef,1,1,2,,The use of antibiotics ,,2,6,2,2
1,R_1cVeLHGAveaNuHE,1,1,2,,Yes,,1,6,2,2
1,R_3QDwrtGwEqUeXqy,1,1,1,Most people don’t care about their meat intake ,,,4,2,2,2
1,R_soNKcm2GvAchT4l,1,1,3,,,Stay the same ,1,7,2,2
1,R_1rH95YSRLwZnvvT,1,1,1,Meat can sometimes be associated with eating unhealthy. A smaller percentage of the population would rather eat healthy than not.,,,4,6,2,2
1,R_3qPYPkvarwOTcEH,1,2,FALSE,,,,,,,
1,R_30c094beaxUQlDJ,1,1,2,,People believe that only grown food is good for them.,,1,6,2,2
1,R_1JXdg9bgxvCn82I,1,1,3,,,"Because ""healthy living"" trends change. It depends on the fad diets of the current decade. Right now, it's considered healthier to limit meats in the diet. As soon as the next celebrity doctor touts a high-protein diet for weight loss or health, meat consumption will rise. ",4,4,2,2
1,R_2Xdqlqub8IcuBpr,1,1,2,,People may be worried about the increasing numbers of hormones in meat,,2,1,2,2
1,R_21BuVCKAeXo43dC,1,1,1,Health ,,,1,4,2,2
1,R_3pu7ZuHDv0M0oz8,1,1,3,,,It's a fad - whatever Gwenyth Paltrow and Oprah and Dr. Oz decide to say dictates market performance. ,2,5,2,2
1,R_10woXsMy4FEopF7,1,1,2,,Yes,,4,4,2,2
1,R_yKIZre5BPZpUP4J,1,1,1,vegetarians,,,7,2,2,1
1,R_27jJzyvkPsyC54V,1,1,3,,,Reverse,2,2,2,2
1,R_ufXatTTVFyIVnY5,1,1,1,"More people recently have access to Netflix and have watch documentaries concerning problematic meat industries. I think that and the push for local plant based meals has people thinking they should change their diet. However it’s not a huge amount because being honest poverty is a huge issue and living in this fast paced capitalist society, people go for what’s quick and easy and cheap to eat which usually involves meat.",,,6,3,2,2
1,R_1EhyYboagtTj90g,1,1,3,,,Possibly due too low carb high protein diets.,5,6,2,2
1,R_1Os2j1PIzczHo6K,1,1,2,,"I think more people want to not eat meat because they're living, breathing creatures. ",,7,1,2,2
1,R_2QVubiuuDt3Ky0B,1,1,2,,Because more and more people are learning about the many benefits of a plant-based diet.,,7,1,2,1
1,R_RRI9ZSL7jAerLfX,1,1,3,,,Climate Change/lack of availability.,4,2,2,2
1,R_3q4FrD3qHdJpFPX,1,1,2,,Price of healthy meat and lack of info re and availability of humanely raised and organic products ,,7,2,2,2
1,R_2dLPi0QrFj9KutR,1,1,3,,,Like many trends it will pass and though some will be consistent others will follow the next health trend and they tend to swing like a pendulum between little meat and lots of meat. ,5,7,2,2
1,R_3mePUGOOmMl2dyj,1,1,2,,Rising cost of meat.,,1,4,2,2
1,R_1kNDLdAcxxXbtnV,1,1,FALSE,,,,1,3,2,2
1,R_27xqwiqKE0o2wYd,1,1,1,"Meat is a big part of American culture, most are not willing to give that up.",,,6,3,2,2
1,R_2qEtKcSb5kMXIzJ,1,1,2,,It is healthier,,7,5,2,2
1,R_2alPv0S5g63fYZS,1,1,3,,,"It is hard. People lose motivation. 
It mayeven prompt change in treatment of animals for consumption which would lessen the eeasons people are limiting meat consumption.  ",2,4,2,2
1,R_wQYplUS9BQ4ZLJD,1,1,3,,,Increase in vegetable prices.,7,7,1,2
1,R_2zT2vHhnQgxys3S,1,1,2,,I think because people think it’s trendy to eat less meat but also meat prices are steadily more expensive ,,3,5,2,2
1,R_2e2uYDKxxUD3Ek6,1,1,1,Price,,,5,3,1,2
1,R_cwos4SiLFuvH3YR,1,1,1,A lot of people I feel are trying to start somewhere In a diet. Iv heard people say eating less meat will help lose weight.,,,4,4,2,2
1,R_3n3gHnuxBgSiKdE,1,1,2,,People think that meat is unhealthy ,,2,4,2,2
1,R_1dBrUGP8mLgw30Y,1,1,3,,,"Possibly prices of meat will change, and in general theres a cultural thing about eating meat that is unlikely to change",3,4,2,2
1,R_12aLzvQvp24MLQz,1,1,2,,Social media,,4,6,2,2
1,R_2SeHjRtYutGBbNY,1,1,1,Meatless Monday’s and other traditions ,,,5,1,2,2
1,R_qJx1tOzlxM6XFyV,1,1,3,,,I don't think i will slow or reverse. I think plant based foods are becoming more and more popular,4,5,1,2
1,R_1lzSEiUbLqOt2Ep,1,1,2,,There is more information being spread about the health and environmental benefits of eating less meat,,7,1,2,1
1,R_3KpCes6SHPs9414,1,1,1,"Meat industry is everywhere, fast food consumption, etc. it’s not usual for American culture to limit meats. ",,,3,1,3,2
1,R_125qzow1Uq2lTHk,1,1,3,,,Need for good protein source,1,2,2,2
1,R_2tMfTxeM8B4TKrh,1,1,1,"People love the taste of meat,more than fruits & vegetables. ",,,4,4,2,2
1,R_339HrcWCcC8vzBy,1,1,3,,,"Possibly less literature published regarding the detrimental effects to your health with meat consumption or just plain ignorance on the subject. I'm 66 years old, exercise daily, eat as healthy as possible and see overweight people much younger than myself. I've also had neck surgery, knee surgery, broke both feet (left @ age 16, right @ age 63), have degenerative joint disease in my knees (was a runner), bursitis in my hips, epicondilitis in my elbows...doesn't keep me from being physically active. Natural healing and right eating!",7,2,2,2
1,R_3Pn3iFUTjmrFBJr,1,1,FALSE,,,,4,4,2,2
1,R_22K2b4WG1Gewdn8,1,1,2,,"Carbon footprinting, nutritional concerns, diseases increasing, obesity concerns",,7,1,2,2
1,R_3jeXLlM0j3MTOEQ,1,1,1,I wonder about the sampling techniques; how did they choose the people to ask.,,,4,1,2,2
1,R_3Gm0dEbgvnAeRaG,1,1,1,The vegan and vegetarian population is growing ,,,1,1,2,2
1,R_2tF2s20QLb78TML,1,1,2,,"Due to cost of meat, information about animal cruelty in meat industry, more available non meat options, and public awareness of the effects of meat farming in the environment. ",,4,3,2,2
1,R_3kvQaQ1J0iBlHsp,1,1,3,,,People are realizing the need the health benefits from eating meat and the meat industry has undergone changes to be more humane in treatment and slaughtering practices.,2,6,2,2
1,R_1GOJ6deIUVefMay,1,1,1,Awareness of animal intellect.,,,6,1,2,2
1,R_1KvB6t4LKhQQFOk,1,1,2,,"People are becomming more ""health conscious"" and there is a popular trend in dieting stating less meat is healthier.",,1,7,1,2
1,R_1NlGP5lmqjDxkue,1,1,1,The minority are vegetarians,,,2,3,2,2
1,R_1dukI3WPzaboE1i,1,1,2,,Popularity. It's just a trend,,1,5,2,2
1,R_2nT537DXq7ILWNP,1,1,1,Growing knowledge of how meat is processed or how te cattle are treated in order to produce the quantity of meat.,,,3,6,1,2
1,R_2EnG8r0L7ltNbKs,1,1,2,,growing awareness about health and climate issues,,7,3,2,2
1,R_2xzAJFS2svdPHiJ,1,2,FALSE,,,,,,,
1,R_2qy1dnT18b9pcB4,1,1,3,,,People are eating more vegetables and fruit as the learn to be healthier ,6,4,1,2
1,R_DiwrIKONCR4Ra9j,1,1,2,,Educating of healthier options ,,3,6,1,2
1,R_23TwGJmJMydCXqa,1,1,1,A lot of people are trying to choose the leanest meat possible if any meat at all. But even more people prefer to eat meat and are not willing to limit themselves,,,4,4,1,2
1,R_a63wO7vribZQKZj,1,1,3,,,Everything in moderation. Meat is good just not in excess!   It's a trend and they never last.  There will be a new one that people will gravitate to.  People are easily influenced by popular trends,3,7,2,2
1,R_2sSwtK9B9V85ygB,1,1,1,A lot of people think of meat as unclean and a result of killing. I know many vegetarians for this very reason.,,,4,4,2,2
1,R_Cf31DvVyLR309Nf,1,1,1,Americans love meat so most people don't try to limit their consumption. Meat eating is culture around here,,,1,6,1,2
1,R_31sY0ttmX3AAq5B,1,1,3,,,People are trying to be more environmentally aware and thus not eating meat,1,4,2,2
1,R_6DmG6pXGcA7SbF7,1,1,2,,Health trends lean toward vegetarrianism.  There are more documentaries and studies showing how meat is produced in the US.,,6,6,2,2
1,R_1gFLEMk54MfTd9x,1,1,2,,Because more and more people know that too much meat could lead them to have heart diseases or other diseases.,,4,4,2,2
1,R_1Cl95RPLCfI7Pko,1,1,FALSE,,,,4,4,2,2
1,R_2TvIuy3GUmwKYrq,1,1,1,Lower fat diets ,,,1,5,1,2
1,R_2wFgfehewqNrME4,1,1,2,,Cause people want a healthy life style ,,1,6,2,2
1,R_2VDXbA1kpcEolTS,1,1,2,,More people will learn about the benefits of decreasing meat consumption ,,4,4,2,2
1,R_2rC2B6RwoZRQEkm,1,1,1,People may have health conditions that limit their meat intake. ,,,7,2,2,1
1,R_1KrR6yS1nn5zMLT,1,1,3,,,They will realize they need more meat in their diet.,1,6,2,2
1,R_211w4OnNt1y9g3Q,1,1,2,,"Because people are in constant connect with resources such as social media where people of all sorts of backgrounds, perspectives and theories of truth that highly influences people choices",,6,4,2,2
1,R_3KxdJzBnTINySXM,1,1,3,,,Meat is becoming less expensive.,1,3,1,2
1,R_2s4MrlMcjPgwQGp,1,1,1,"Healthier, less expensive, easier to make...",,,4,4,2,2
1,R_2YuhEgQ8sd84vDy,1,1,2,,We are realizing all the negative effects that come with over consumption.,,5,2,2,2
1,R_3KN5TOdKA4dnyUn,1,1,1,"more people are choosing to be vegan, vegetarian, or cutting back because of cost.",,,4,6,2,2
1,R_z0V7naKMnMDBhkZ,1,1,3,,,Because of preservations ,4,4,2,2
1,R_1mw9OTGYGxIhV35,1,1,1,"Many people do not believe in the killing of animals for food and have become Vegans.  Also, because of false information abput meat consumption.   Organic, free-range, grass-fed vs Non-organic, etc.",,,1,7,2,2
1,R_3qlEaxhEyAxIjpV,1,1,2,,It would only change in the future if new nutritional studies come out and show the bad effects from meat.,,1,7,2,2
1,R_AhNAXAvq7uAx7Bn,1,1,3,,,The trend of less meat in diets are changing. New diets are coming out and new studies are as well. People are always looking for the new trend and any meat diets are falling behind due to studies. ,1,2,2,2
1,R_3q7stR8KM9Xi1WX,1,1,1,High prices ,,,1,6,1,2
1,R_RzA3rZoQ8AXfd61,1,1,1,"Probably it’s thkse who’ve seen people get sick by eating too much so they know, or they themselves get sick if they eat too much. Not sure tho",,,3,2,2,2
1,R_eWC3CbFN41WrCj7,1,1,2,,High prices,,1,6,2,2
0,R_vjEA1w0hGhsp8ml,1,1,FALSE,,,,,,,
1,R_3npymCPXnqlovcu,1,1,3,,,"I think that people do like meat and have come up with creative ways to cook it that taste really good. I also think that God put meat on the Earth so that we can consume it. So I think that if people like it and it is available for us, people are going to start eating it more again.",2,6,2,2
1,R_24ARNkoVSrWiW4L,1,1,3,,,I think consumption of meat is related to the income of the individual. I think it will rise and fall somewhat in correspondence with the economy ,2,6,2,2
1,R_31GF3m7WF5lZtEU,1,1,2,,"People are trying to be more healthy, and are eating my vegetables and other foods",,1,6,2,2
0,R_2RV2APs4n8HzIO2,1,1,FALSE,,,,,,,
1,R_3OiAyP69sGjNxBH,1,1,3,,,people like the taste of meat and studies will show it is not bad for you.,2,3,2,2
0,R_1GviyZFxw9srfQQ,1,1,FALSE,,,,,,,
0,R_2dHiGUqTvnfIjL4,1,1,FALSE,,,,,,,
0,R_1NtCJkzyLGCugiu,1,1,1,Price,,,1,7,2,2
1,R_3enn26ycXB9SnwL,1,1,1,High prices...personal choices,,,5,6,2,2
1,R_1daFv5AAt9zZgu5,1,1,2,,Because some people may have realized about the effects on high meat intake and they just want to reduce the amount ,,3,4,2,2
0,R_1GQ656P7YaqJgS8,1,1,FALSE,,,,,,,
0,R_2Vmypay324Z5l25,1,1,FALSE,,,,,,,
1,R_1QJYtvXBSNY83NP,1,1,2,,I don't people go with fads and will eventually stop. Beef its whats for dinner.,,1,6,1,2
1,R_28P5sVZf1ifAsY3,1,1,1,"Eating meat is part of the culture. If it weren't as strongly influenced by the culture, it could be more. ",,,4,4,2,2
1,R_3ixOaX9dC10i0Iy,1,1,3,,,Trends change and vegetarianism and veganism are big trends currently. ,1,2,2,2
0,R_tQB26CmauNC2fmx,1,1,FALSE,,,,,,,
1,R_DTpxHzRC80XustH,1,1,3,,,People are going to realize they need more proteins than what they are getting in beans,1,6,2,2
1,R_3q9clwPvdXbhinr,1,1,2,,"People are realizing the health benefit in eating less meat, 

Also statistics says so ...",,5,4,2,2
1,R_Xoy6AhVQeafbv0d,1,1,1,The rest of the people are not concerned about what they eat.,,,4,6,2,2
1,R_2ZQ5Nr2UvFMlYOL,1,1,2,,More people are going green and are taking steps to try to help our environment,,4,4,2,2
1,R_3DoNGm7Yxy73EYm,1,1,1,It’s been proven that meat in moderation is best,,,1,6,2,2
0,R_3JyMiStOcB0iTRV,1,1,FALSE,,,,,,,
1,R_2ZZyEasRjnUKYpM,1,1,3,,,I do not think the trend will slow or reverse.,7,6,2,2
0,R_1hGSKleQtOjWiju,1,1,1,"Vegans and vegetarians, and those who have dietary restrictions for religion",,,1,5,2,2
0,R_3HkyimNq6J3k2SL,1,1,FALSE,,,,,,,
0,R_AgHP5pND2flMUY9,1,1,FALSE,,,,,,,
1,R_27OJkq1O2XTksVK,1,1,3,,,It’s just a fad. People think certain diets are healthier then when they realize the didn’t see a change they go back to the way they are before.,1,5,2,2
1,R_2tmMHO5iURDBhDL,1,1,2,,No,,1,6,2,2
0,R_11hdjNxjI9xfu1t,1,1,FALSE,,,,7,5,2,2
0,R_2PcL8W6z4ccoS7w,1,1,2,,"I think as more and more people are limiting meat consumption,  they'll tell their friends and family which will then hear the idea from many sources,  influencing them to do the same.",,7,6,2,1
1,R_2BnfVGOXTEb2aQv,1,1,2,,No idea!,,1,7,2,2
1,R_1DTJ6dCOUUm7S5S,1,1,1,To be health conscious ,,,7,5,2,1
0,R_12i57xunERmV0Cn,1,1,2,,People are starting to see the health benefits of limiting their own meat consumption.,,4,6,2,2
1,R_QgmKXhhjU27fVWV,1,1,3,,,People may realize there are good meat alternatives and that it is not good for the environment,7,1,2,1
0,R_bBAInZ4f7GAXeIp,1,1,FALSE,,,,,,,
